id,ar,start,end,peak_flux,label_m1p,sample_dir,num_images,is_complete_40,split
11395_2012_01_09_12_00_00_0,11395,2012-01-09 00:00:00.000000000,2012-01-09 12:00:00.000000000,3.058823529411765e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11395\2012_01_09_12_00_00_0,40,True,chrono_train
11395_2012_01_13_00_58_00_0,11395,2012-01-12 12:58:00.000000000,2012-01-13 00:58:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11395\2012_01_13_00_58_00_0,40,True,chrono_train
11395_2012_01_13_00_58_00_1,11395,2012-01-14 13:16:27.218408943,2012-01-15 01:16:27.218408943,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11395\2012_01_13_00_58_00_1,40,True,chrono_train
11395_2012_01_13_00_58_00_2,11395,2012-01-15 06:34:32.297154484,2012-01-15 18:34:32.297154484,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11395\2012_01_13_00_58_00_2,40,True,chrono_train
11395_2012_01_13_00_58_00_3,11395,2012-01-16 11:59:59.999999999,2012-01-16 23:59:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11395\2012_01_13_00_58_00_3,40,True,chrono_train
11395_2012_01_11_00_58_01_0,11395,2012-01-10 12:58:01.000000000,2012-01-11 00:58:01.000000000,1.7647058823529412e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11395\2012_01_11_00_58_01_0,40,True,chrono_train
11396_2012_01_13_12_00_00_0,11396,2012-01-13 00:00:00.000000000,2012-01-13 12:00:00.000000000,2.4705882352941173e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11396\2012_01_13_12_00_00_0,40,True,chrono_train
11396_2012_01_17_23_20_01_0,11396,2012-01-17 11:20:01.000000000,2012-01-17 23:20:01.000000000,6e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11396\2012_01_17_23_20_01_0,40,True,chrono_train
11396_2012_01_15_03_35_00_0,11396,2012-01-14 15:35:00.000000000,2012-01-15 03:35:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11396\2012_01_15_03_35_00_0,40,True,chrono_train
11396_2012_01_15_03_35_00_1,11396,2012-01-15 05:53:08.256706584,2012-01-15 17:53:08.256706584,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11396\2012_01_15_03_35_00_1,40,True,chrono_train
11396_2012_01_15_03_35_00_2,11396,2012-01-15 20:55:48.835674181,2012-01-16 08:55:48.835674181,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11396\2012_01_15_03_35_00_2,40,True,chrono_train
11396_2012_01_15_03_35_00_3,11396,2012-01-16 11:20:00.999999998,2012-01-16 23:20:00.999999998,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11396\2012_01_15_03_35_00_3,40,True,chrono_train
11397_2012_01_14_12_00_00_0,11397,2012-01-14 00:00:00.000000000,2012-01-14 12:00:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11397\2012_01_14_12_00_00_0,40,True,chrono_train
11397_2012_01_14_12_00_00_1,11397,2012-01-14 13:29:08.435283243,2012-01-15 01:29:08.435283243,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11397\2012_01_14_12_00_00_1,40,True,chrono_train
11397_2012_01_14_12_00_00_2,11397,2012-01-15 11:59:59.999999999,2012-01-15 23:59:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11397\2012_01_14_12_00_00_2,40,True,chrono_train
11398_2012_01_14_12_00_00_0,11398,2012-01-14 00:00:00.000000000,2012-01-14 12:00:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11398\2012_01_14_12_00_00_0,40,True,chrono_train
11398_2012_01_14_12_00_00_1,11398,2012-01-15 04:49:50.143896368,2012-01-15 16:49:50.143896368,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11398\2012_01_14_12_00_00_1,40,True,chrono_train
11398_2012_01_14_12_00_00_2,11398,2012-01-17 11:59:59.999999999,2012-01-17 23:59:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11398\2012_01_14_12_00_00_2,40,True,chrono_train
11399_2012_01_19_12_30_00_0,11399,2012-01-19 00:30:00.000000000,2012-01-19 12:30:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11399\2012_01_19_12_30_00_0,40,True,chrono_train
11399_2012_01_17_12_30_01_0,11399,2012-01-17 00:30:01.000000000,2012-01-17 12:30:01.000000000,1.1294117647058824e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11399\2012_01_17_12_30_01_0,40,True,chrono_train
11399_2012_01_17_12_30_01_1,11399,2012-01-18 00:30:00.000000000,2012-01-18 12:30:00.000000000,1.1294117647058824e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11399\2012_01_17_12_30_01_1,40,True,chrono_train
11399_2012_01_15_12_00_00_0,11399,2012-01-15 00:00:00.000000000,2012-01-15 12:00:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11399\2012_01_15_12_00_00_0,40,True,chrono_train
11400_2012_01_15_12_00_00_0,11400,2012-01-15 00:00:00.000000000,2012-01-15 12:00:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11400\2012_01_15_12_00_00_0,40,True,chrono_train
11401_2012_01_22_03_03_43_0,11401,2012-01-21 15:03:43.000000000,2012-01-22 03:03:43.000000000,4.352941176470588e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_22_03_03_43_0,40,True,chrono_train
11401_2012_01_17_05_06_59_0,11401,2012-01-16 17:06:59.000000000,2012-01-17 05:06:59.000000000,2.588235294117648e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_17_05_06_59_0,40,True,chrono_train
11401_2012_01_17_19_12_01_0,11401,2012-01-17 07:12:01.000000000,2012-01-17 19:12:01.000000000,2e-05,1,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_17_19_12_01_0,40,True,chrono_train
11401_2012_01_19_23_33_01_0,11401,2012-01-19 11:33:01.000000000,2012-01-19 23:33:01.000000000,1.6470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_19_23_33_01_0,40,True,chrono_train
11401_2012_01_19_23_33_01_1,11401,2012-01-20 11:33:00.000000000,2012-01-20 23:33:00.000000000,1.6470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_19_23_33_01_1,40,True,chrono_train
11401_2012_01_17_10_30_01_0,11401,2012-01-16 22:30:01.000000000,2012-01-17 10:30:01.000000000,2.8235294117647062e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_17_10_30_01_0,40,True,chrono_train
11401_2012_01_19_15_01_01_0,11401,2012-01-19 03:01:01.000000000,2012-01-19 15:01:01.000000000,1.0705882352941175e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_19_15_01_01_0,40,True,chrono_train
11401_2012_01_21_02_57_01_0,11401,2012-01-20 14:57:01.000000000,2012-01-21 02:57:01.000000000,8.352941176470585e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_21_02_57_01_0,40,True,chrono_train
11401_2012_01_21_02_57_01_1,11401,2012-01-21 14:57:00.000000000,2012-01-22 02:57:00.000000000,8.352941176470585e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_21_02_57_01_1,40,True,chrono_train
11401_2012_01_23_17_08_01_0,11401,2012-01-23 05:08:01.000000000,2012-01-23 17:08:01.000000000,1.5294117647058826e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_23_17_08_01_0,40,True,chrono_train
11401_2012_01_23_17_08_01_1,11401,2012-01-24 05:08:00.000000000,2012-01-24 17:08:00.000000000,1.5294117647058826e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_23_17_08_01_1,40,True,chrono_train
11401_2012_01_16_04_53_01_0,11401,2012-01-15 16:53:01.000000000,2012-01-16 04:53:01.000000000,1.1764705882352942e-05,1,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_16_04_53_01_0,40,True,chrono_train
11401_2012_01_16_04_53_01_1,11401,2012-01-16 16:53:00.000000000,2012-01-17 04:53:00.000000000,1.1764705882352942e-05,1,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_16_04_53_01_1,40,True,chrono_train
11401_2012_01_22_13_33_43_0,11401,2012-01-22 01:33:43.000000000,2012-01-22 13:33:43.000000000,2.3529411764705885e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_22_13_33_43_0,40,True,chrono_train
11401_2012_01_15_12_00_00_0,11401,2012-01-15 00:00:00.000000000,2012-01-15 12:00:00.000000000,6.470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_15_12_00_00_0,40,True,chrono_train
11401_2012_01_15_12_00_00_1,11401,2012-01-15 16:46:10.000000000,2012-01-16 04:46:10.000000000,6.470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_15_12_00_00_1,40,True,chrono_train
11401_2012_01_22_20_57_31_0,11401,2012-01-22 08:57:31.000000000,2012-01-22 20:57:31.000000000,1.6470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11401\2012_01_22_20_57_31_0,40,True,chrono_train
