"id","folderExists","fileCount","timepoints","missingChannelCount","missingChannels"
"11410_2012_01_31_04_40_00_0","True","40","4","0",""
"11410_2012_01_31_04_40_00_1","True","33","4","0",""
"11411_2012_01_29_12_00_00_0","True","40","4","0",""
"11411_2012_01_29_12_00_00_1","True","40","4","0",""
"11411_2012_01_29_12_00_00_2","True","40","4","0",""
"11411_2012_01_29_12_00_00_3","True","39","4","0",""
"11411_2012_01_29_12_00_00_4","True","40","4","0",""
"11413_2012_02_01_11_54_01_0","True","40","4","0",""
"11413_2012_02_01_18_15_01_0","True","40","4","0",""
"11413_2012_02_01_18_15_01_1","True","40","4","0",""
"11413_2012_02_03_18_15_00_0","True","40","4","0",""
"11413_2012_02_03_18_15_00_1","True","40","4","0",""
"11413_2012_02_03_18_15_00_2","True","40","4","0",""
"11413_2012_02_03_18_15_00_3","True","40","4","0",""
"11413_2012_02_03_18_15_00_4","True","40","4","0",""
"11413_2012_02_03_18_15_00_5","True","40","4","0",""
"11413_2012_02_03_18_15_00_6","True","40","4","0",""
"11413_2012_02_03_18_15_00_7","True","39","4","0",""
"11413_2012_01_30_12_00_00_0","True","40","4","0",""
"11412_2012_01_30_12_00_00_0","True","40","4","0",""
"11412_2012_01_30_12_00_00_1","True","40","4","0",""
"11414_2012_02_05_12_00_00_0","True","40","4","0",""
"11415_2012_02_09_15_36_01_0","True","40","4","0",""
"11415_2012_02_09_12_12_01_0","True","40","4","0",""
"11415_2012_02_09_12_00_00_0","True","40","4","0",""
"11416_2012_02_13_10_23_01_0","True","40","4","0",""
"11416_2012_02_13_10_23_01_1","True","40","4","0",""
"11416_2012_02_16_07_45_00_0","True","40","4","0",""
"11416_2012_02_16_07_45_00_1","True","40","4","0",""
"11416_2012_02_14_07_45_01_0","True","40","4","0",""
"11416_2012_02_14_07_45_01_1","True","40","4","0",""
"11417_2012_02_12_11_08_00_0","True","40","4","0",""
"11420_2012_02_13_12_00_00_0","True","40","4","0",""
"11420_2012_02_13_12_00_00_1","True","40","4","0",""
"11420_2012_02_13_12_00_00_2","True","40","4","0",""
"11420_2012_02_13_12_00_00_3","True","40","4","0",""
"11420_2012_02_13_12_00_00_4","True","30","4","0",""
"11420_2012_02_13_12_00_00_5","True","40","4","0",""
"11418_2012_02_13_21_55_00_0","True","40","4","0",""
"11418_2012_02_13_21_55_00_1","True","40","4","0",""
"11418_2012_02_13_21_55_00_2","True","35","4","0",""
"11418_2012_02_13_21_55_00_3","True","40","4","0",""
"11418_2012_02_13_21_55_00_4","True","40","4","0",""
"11418_2012_02_13_21_55_00_5","True","40","4","0",""
"11418_2012_02_13_21_55_00_6","True","40","4","0",""
"11418_2012_02_13_21_55_00_7","True","40","4","0",""
"11418_2012_02_13_21_55_00_8","True","40","4","0",""
"11418_2012_02_13_21_55_00_9","True","40","4","0",""
"11419_2012_02_13_12_00_00_0","True","40","4","0",""
"11419_2012_02_15_11_43_00_0","True","40","4","0",""
"11419_2012_02_15_11_43_00_1","True","40","4","0",""
"11421_2012_02_19_12_00_00_0","True","40","4","0",""
"11421_2012_02_21_05_09_00_0","True","40","4","0",""
"11422_2012_02_20_12_00_00_0","True","40","4","0",""
"11422_2012_02_20_12_00_00_1","True","40","4","0",""
"11422_2012_02_21_11_55_00_0","True","40","4","0",""
"11422_2012_02_21_19_38_17_0","True","35","4","0",""
"11422_2012_02_25_22_12_28_0","True","40","4","0",""
"11422_2012_02_22_20_41_00_0","True","40","4","0",""
"11422_2012_02_22_20_41_00_1","True","40","4","0",""
"11422_2012_02_24_22_11_01_0","True","40","4","0",""
"11422_2012_02_24_22_11_01_1","True","40","4","0",""
"11422_2012_02_25_23_33_01_0","True","40","4","0",""
"11422_2012_02_25_23_33_01_1","True","40","4","0",""
"11423_2012_02_25_09_55_01_0","True","40","4","0",""
"11423_2012_02_25_04_10_01_0","True","40","4","0",""
"11423_2012_02_25_04_10_01_1","True","40","4","0",""
"11423_2012_02_27_09_55_00_0","True","40","4","0",""
"11423_2012_02_28_14_28_01_0","True","40","4","0",""
"11423_2012_02_29_15_26_01_0","True","40","4","0",""
"11423_2012_03_02_15_26_00_0","True","40","4","0",""
"11423_2012_03_02_15_26_00_1","True","40","4","0",""
"11423_2012_03_02_15_26_00_2","True","40","4","0",""
"11423_2012_03_02_15_26_00_3","True","40","4","0",""
"11423_2012_03_02_15_26_00_4","True","40","4","0",""
"11423_2012_03_02_15_26_00_5","True","40","4","0",""
"11423_2012_03_02_15_26_00_6","True","40","4","0",""
"11424_2012_02_27_18_15_04_0","True","40","4","0",""
"11424_2012_02_25_15_00_57_0","True","40","4","0",""
"11424_2012_02_25_12_00_00_0","True","40","4","0",""
"11424_2012_02_26_18_13_01_0","True","40","4","0",""
"11424_2012_02_26_18_13_01_1","True","40","4","0",""
"11425_2012_02_27_12_00_00_0","True","40","4","0",""
"11425_2012_02_27_12_00_00_1","True","40","4","0",""
"11425_2012_02_27_12_00_00_2","True","40","4","0",""
"11426_2012_02_29_00_19_00_0","True","40","4","0",""
"11426_2012_02_29_00_19_00_1","True","40","4","0",""
"11426_2012_02_27_12_00_00_0","True","40","4","0",""
"11426_2012_02_27_12_00_00_1","True","40","4","0",""
"11427_2012_03_02_12_00_00_0","True","40","4","0",""
"11427_2012_03_03_17_31_01_0","True","40","4","0",""
"11427_2012_03_02_12_00_00_1","True","40","4","0",""
"11429_2012_03_07_19_31_01_0","True","40","4","0",""
"11429_2012_03_15_14_14_59_0","True","40","4","0",""
"11429_2012_03_04_12_00_00_0","True","40","4","0",""
"11429_2012_03_04_12_00_00_1","True","40","4","0",""
"11429_2012_03_05_04_42_59_0","True","39","4","0",""
"11429_2012_03_05_04_42_59_1","True","40","4","0",""
"11429_2012_03_08_02_00_01_0","True","39","4","0",""
"11429_2012_03_06_00_24_01_0","True","40","4","0",""
"11429_2012_03_06_00_24_01_1","True","40","4","0",""
"11429_2012_03_08_03_53_01_0","True","40","4","0",""
"11429_2012_03_08_03_53_01_1","True","39","4","0",""
"11429_2012_03_12_00_39_01_0","True","40","4","0",""
"11429_2012_03_12_00_39_01_1","True","40","4","0",""
"11429_2012_03_08_01_28_01_0","True","40","4","0",""
"11429_2012_03_07_00_39_59_0","True","40","4","0",""
"11429_2012_03_12_17_41_01_0","True","40","4","0",""
"11429_2012_03_12_17_41_01_1","True","40","4","0",""
"11429_2012_03_09_04_17_59_0","True","40","4","0",""
"11429_2012_03_14_01_34_01_0","True","40","4","0",""
"11429_2012_03_07_16_25_42_0","True","40","4","0",""
"11429_2012_03_14_14_10_01_0","True","40","4","0",""
"11429_2012_03_14_14_10_01_1","True","40","4","0",""
"11429_2012_03_09_17_44_01_0","True","40","4","0",""
"11429_2012_03_09_17_44_01_1","True","40","4","0",""
"11429_2012_03_05_12_41_01_0","True","40","4","0",""
"11428_2012_03_04_15_15_00_0","True","40","4","0",""
"11428_2012_03_04_15_15_00_1","True","40","4","0",""
"11428_2012_03_08_21_50_01_0","True","40","4","0",""
"11428_2012_03_08_21_50_01_1","True","40","4","0",""
"11428_2012_03_08_02_56_00_0","True","40","4","0",""
"11428_2012_03_08_02_56_00_1","True","40","4","0",""
"11428_2012_03_12_04_28_00_0","True","40","4","0",""
"11428_2012_03_12_04_28_00_1","True","40","4","0",""
"11428_2012_03_09_21_56_00_0","True","40","4","0",""
"11428_2012_03_07_02_53_01_0","True","40","4","0",""
"11428_2012_03_07_02_53_01_1","True","40","4","0",""
"11430_2012_03_05_12_00_00_0","True","40","4","0",""
"11430_2012_03_06_01_14_01_0","True","40","4","0",""
"11430_2012_03_06_01_14_01_1","True","40","5","0",""
"11430_2012_03_05_19_46_01_0","True","40","4","0",""
"11430_2012_03_11_07_35_00_0","True","38","4","0",""
"11430_2012_03_11_07_35_00_1","True","40","4","0",""
"11430_2012_03_09_15_52_01_0","True","40","4","0",""
"11430_2012_03_07_10_23_01_0","True","40","4","0",""
"11430_2012_03_07_10_23_01_1","True","40","4","0",""
"11430_2012_03_13_01_55_00_0","True","40","4","0",""
"11430_2012_03_13_01_55_00_1","True","40","5","0",""
"11430_2012_03_08_10_24_22_0","True","40","4","0",""
"11430_2012_03_08_10_24_22_1","True","40","4","0",""
"11430_2012_03_08_16_17_01_0","True","40","4","0",""
"11431_2012_03_08_10_23_01_0","True","40","4","0",""
"11431_2012_03_08_10_23_01_1","True","40","4","0",""
"11431_2012_03_09_10_25_27_0","True","40","4","0",""
"11431_2012_03_09_10_25_27_1","True","40","4","0",""
"11431_2012_03_06_12_00_00_0","True","40","4","0",""
"11431_2012_03_06_12_00_00_1","True","40","5","0",""
"11432_2012_03_11_07_35_00_0","True","38","4","0",""
"11432_2012_03_15_08_07_59_0","True","36","4","0",""
"11432_2012_03_15_08_28_01_0","True","38","4","0",""
"11432_2012_03_13_15_21_01_0","True","40","4","0",""
"11432_2012_03_13_15_21_01_1","True","40","5","0",""
"11432_2012_03_19_14_12_59_0","True","40","4","0",""
"11432_2012_03_14_15_30_56_0","True","38","4","0",""
"11432_2012_03_14_15_30_56_1","True","38","4","0",""
"11432_2012_03_18_08_23_12_0","True","38","4","0",""
"11432_2012_03_15_17_38_01_0","True","40","4","0",""
"11432_2012_03_20_00_08_01_0","True","40","4","0",""
"11432_2012_03_16_17_47_31_0","True","40","4","0",""
"11432_2012_03_15_12_40_01_0","True","38","4","0",""
"11432_2012_03_18_13_51_01_0","True","40","4","0",""
"11432_2012_03_18_13_51_01_1","True","40","4","0",""
"11432_2012_03_11_12_09_01_0","True","38","4","0",""
"11432_2012_03_17_23_55_00_0","True","40","4","0",""
"11432_2012_03_18_13_07_01_0","True","38","4","0",""
"11434_2012_03_18_03_45_01_0","True","40","4","0",""
"11434_2012_03_18_02_43_59_0","True","40","4","0",""
"11434_2012_03_17_23_55_00_0","True","40","4","0",""
"11434_2012_03_16_20_39_01_0","True","40","4","0",""
"11434_2012_03_20_06_44_01_0","True","38","4","0",""
"11434_2012_03_20_06_44_01_1","True","38","4","0",""
"11434_2012_03_18_04_41_01_0","True","40","4","0",""
"11434_2012_03_18_22_04_01_0","True","40","4","0",""
"11434_2012_03_19_22_16_00_0","True","40","4","0",""
"11434_2012_03_20_06_28_01_0","True","40","4","0",""
"11434_2012_03_12_12_00_00_0","True","38","4","0",""
"11434_2012_03_12_12_00_00_1","True","38","4","0",""
"11434_2012_03_12_12_00_00_2","True","40","4","0",""
"11433_2012_03_17_23_55_00_0","True","40","4","0",""
"11433_2012_03_17_23_55_00_1","True","36","4","0",""
"11433_2012_03_17_23_55_00_2","True","40","4","0",""
"11433_2012_03_17_23_55_00_3","True","40","4","0",""
"11433_2012_03_17_23_55_00_4","True","38","4","0",""
"11433_2012_03_17_23_55_00_5","True","40","4","0",""
"11433_2012_03_17_23_55_00_6","True","38","4","0",""
"11433_2012_03_17_23_55_00_7","True","38","4","0",""
"11433_2012_03_17_23_55_00_8","True","40","4","0",""
"11433_2012_03_15_03_09_01_0","True","40","4","0",""
"11433_2012_03_15_07_50_01_0","True","38","4","0",""
"11433_2012_03_12_12_00_00_0","True","38","4","0",""
"11433_2012_03_14_01_50_00_0","True","40","4","0",""
"11435_2012_03_16_12_00_00_0","True","36","4","0",""
"11435_2012_03_18_00_08_01_0","True","40","4","0",""
"11435_2012_03_20_18_11_01_0","True","40","4","0",""
"11436_2012_03_17_23_55_00_0","True","40","4","0",""
"11436_2012_03_17_23_55_00_1","True","38","4","0",""
"11436_2012_03_17_23_55_00_2","True","40","4","0",""
"11438_2012_03_26_23_45_01_0","True","40","4","0",""
"11438_2012_03_21_14_54_00_0","True","40","4","0",""
"11438_2012_03_21_14_54_00_1","True","40","4","0",""
"11438_2012_03_21_14_54_00_2","True","40","4","0",""
"11438_2012_03_25_14_59_45_0","True","40","4","0",""
"11438_2012_03_24_14_58_01_0","True","40","4","0",""
"11438_2012_03_27_00_25_01_0","True","40","4","0",""
"11438_2012_03_29_19_42_00_0","True","40","4","0",""
"11438_2012_03_29_19_42_00_1","True","38","4","0",""
"11438_2012_03_28_00_26_53_0","True","40","4","0",""
"11440_2012_03_23_17_50_00_0","True","40","4","0",""
"11440_2012_03_22_12_00_00_0","True","36","4","0",""
"11443_2012_03_23_12_00_00_0","True","36","4","0",""
"11443_2012_03_23_12_00_00_1","True","40","4","0",""
"11443_2012_03_23_12_00_00_2","True","40","4","0",""
"11443_2012_03_23_12_00_00_3","True","38","4","0",""
"11443_2012_03_23_12_00_00_4","True","38","4","0",""
"11443_2012_03_23_12_00_00_5","True","40","4","0",""
"11443_2012_03_23_12_00_00_6","True","40","4","0",""
"11443_2012_03_23_12_00_00_7","True","40","4","0",""
"11443_2012_03_23_12_00_00_8","True","38","4","0",""
"11443_2012_03_23_12_00_00_9","True","40","4","0",""
"11443_2012_03_23_12_00_00_10","True","37","4","0",""
"11443_2012_03_23_12_00_00_11","True","40","4","0",""
"11443_2012_03_23_12_00_00_12","True","40","4","0",""
"11443_2012_03_23_12_00_00_13","True","40","4","0",""
"11443_2012_03_23_12_00_00_14","True","40","4","0",""
"11442_2012_03_25_06_42_01_0","True","38","4","0",""
"11442_2012_03_25_06_42_01_1","True","40","4","0",""
"11442_2012_03_25_23_38_01_0","True","40","4","0",""
"11442_2012_03_23_12_00_00_0","True","36","4","0",""
"11442_2012_03_27_04_40_59_0","True","40","4","0",""
"11442_2012_03_28_11_36_00_0","True","38","4","0",""
"11442_2012_03_28_11_36_00_1","True","38","4","0",""
"11442_2012_03_28_11_36_00_2","True","36","4","0",""
"11442_2012_03_28_11_36_00_3","True","40","4","0",""
"11442_2012_03_28_11_36_00_4","True","40","4","0",""
"11442_2012_03_26_23_39_59_0","True","40","4","0",""
"11441_2012_03_23_12_00_00_0","True","36","4","0",""
"11445_2012_03_26_01_57_00_0","True","40","4","0",""
"11445_2012_03_26_01_57_00_1","True","40","4","0",""
"11445_2012_03_26_01_57_00_2","True","40","4","0",""
"11445_2012_03_26_01_57_00_3","True","40","4","0",""
"11445_2012_03_26_01_57_00_4","True","39","4","0",""
"11445_2012_03_26_01_57_00_5","True","40","4","0",""
"11445_2012_03_26_01_57_00_6","True","40","4","0",""
"11445_2012_03_26_01_57_00_7","True","40","4","0",""
"11445_2012_03_26_01_57_00_8","True","40","4","0",""
"11445_2012_03_26_01_57_00_9","True","40","4","0",""
"11445_2012_03_26_01_57_00_10","True","40","4","0",""
"11445_2012_03_26_01_57_00_11","True","40","4","0",""
"11445_2012_03_26_01_57_00_12","True","40","4","0",""
"11445_2012_03_26_01_57_00_13","True","40","4","0",""
"11445_2012_03_26_01_57_00_14","True","40","4","0",""
"11445_2012_03_26_01_57_00_15","True","40","4","0",""
"11445_2012_03_26_01_57_00_16","True","31","4","0",""
"11445_2012_03_26_01_57_00_17","True","38","4","0",""
"11445_2012_03_24_12_00_00_0","True","36","4","0",""
"11445_2012_03_24_12_00_00_1","True","40","4","0",""
"11444_2012_03_25_00_37_59_0","True","40","4","0",""
"11444_2012_03_26_03_08_01_0","True","40","4","0",""
"11444_2012_03_24_12_00_00_0","True","36","4","0",""
"11444_2012_03_24_12_00_00_1","True","40","4","0",""
"11447_2012_03_28_12_00_00_0","True","38","4","0",""
"11447_2012_03_28_12_00_00_1","True","40","4","0",""
"11448_2012_03_30_02_06_23_0","True","40","4","0",""
"11448_2012_03_29_12_00_00_0","True","40","4","0",""
"11448_2012_03_29_12_00_00_1","True","40","4","0",""
"11448_2012_03_31_15_10_00_0","True","40","4","0",""
"11448_2012_03_30_02_06_55_0","True","40","4","0",""
"11448_2012_03_30_02_06_17_0","True","40","4","0",""
"11449_2012_03_30_12_00_00_0","True","36","4","0",""
"11449_2012_03_30_12_00_00_1","True","38","4","0",""
"11449_2012_03_30_12_00_00_2","True","40","4","0",""
"11449_2012_03_30_12_00_00_3","True","40","4","0",""
"11449_2012_03_30_12_00_00_4","True","40","4","0",""
"11449_2012_03_30_12_00_00_5","True","40","4","0",""
"11449_2012_03_30_12_00_00_6","True","40","4","0",""
"11449_2012_03_30_12_00_00_7","True","40","4","0",""
"11450_2012_04_06_09_36_01_0","True","40","4","0",""
"11450_2012_04_06_09_36_01_1","True","40","4","0",""
"11450_2012_04_06_00_03_33_0","True","33","4","0",""
"11450_2012_04_04_00_00_01_0","True","40","4","0",""
"11450_2012_04_09_03_49_01_0","True","40","4","0",""
"11450_2012_04_01_22_20_01_0","True","40","4","0",""
"11450_2012_04_04_16_24_01_0","True","38","4","0",""
"11450_2012_04_04_16_24_01_1","True","40","4","0",""
"11450_2012_04_07_09_40_59_0","True","40","4","0",""
"11450_2012_04_03_16_27_01_0","True","40","4","0",""
"11450_2012_04_08_01_22_01_0","True","40","4","0",""
"11450_2012_04_05_16_30_34_0","True","39","4","0",""
"11450_2012_04_02_12_28_01_0","True","40","4","0",""
"11450_2012_04_03_05_57_01_0","True","40","4","0",""
"11450_2012_04_09_01_31_00_0","True","40","4","0",""
"11450_2012_04_07_11_29_01_0","True","40","4","0",""
"11450_2012_04_07_11_29_01_1","True","40","4","0",""
"11453_2012_04_03_12_00_00_0","True","40","4","0",""
"11452_2012_04_03_12_00_00_0","True","40","4","0",""
"11452_2012_04_03_12_00_00_1","True","38","4","0",""
"11452_2012_04_06_17_08_01_0","True","40","4","0",""
"11452_2012_04_10_08_28_00_0","True","40","4","0",""
"11452_2012_04_08_08_28_01_0","True","40","4","0",""
"11452_2012_04_08_08_28_01_1","True","40","4","0",""
"11452_2012_04_07_17_14_59_0","True","40","4","0",""
"11452_2012_04_06_00_26_01_0","True","40","4","0",""
"11454_2012_04_14_04_21_00_0","True","40","4","0",""
"11454_2012_04_14_04_21_00_1","True","40","4","0",""
"11454_2012_04_14_04_21_00_2","True","40","4","0",""
"11454_2012_04_11_23_28_01_0","True","20","2","0",""
"11454_2012_04_12_04_21_01_0","True","40","4","0",""
"11454_2012_04_12_04_21_01_1","True","40","4","0",""
"11455_2012_04_12_12_00_00_0","True","40","4","0",""
"11455_2012_04_16_11_29_01_0","True","40","4","0",""
"11455_2012_04_14_01_00_00_0","True","40","4","0",""
"11455_2012_04_16_03_13_01_0","True","40","4","0",""
"11455_2012_04_13_00_47_01_0","True","40","4","0",""
"11455_2012_04_16_22_25_01_0","True","40","4","0",""
"11457_2012_04_14_12_00_00_0","True","40","4","0",""
"11457_2012_04_14_12_00_00_1","True","40","4","0",""
"11457_2012_04_14_12_00_00_2","True","40","4","0",""
"11457_2012_04_14_12_00_00_3","True","40","4","0",""
"11457_2012_04_14_12_00_00_4","True","40","4","0",""
